id,label
1,0.945606529712677
2,0.9856603145599365
3,0.6700258255004883
4,0.7183769941329956
5,0.8034707903862
6,0.9608393311500549
7,0.9213573932647705
8,0.8926703333854675
9,0.8070959448814392
10,0.8929367065429688
11,0.7431402206420898
12,0.8970656394958496
13,0.9364975094795227
14,0.9011732339859009
15,0.8176186680793762
16,0.6395249366760254
17,0.8048326969146729
18,0.9537667036056519
19,0.8610967397689819
20,0.799755871295929
21,0.9118313789367676
22,0.4921037554740906
23,0.9941002726554871
24,0.9346307516098022
25,0.933698832988739
26,0.9802197813987732
27,0.8356451392173767
28,0.9246523380279541
29,0.4827987551689148
30,0.9938685297966003
31,0.962241530418396
32,0.9518043994903564
33,0.9215928316116333
34,0.961719274520874
35,0.7838459014892578
36,0.6665462255477905
37,0.43719974160194397
38,0.9457619786262512
39,0.5977774262428284
40,0.4186759293079376
41,0.9732306599617004
42,0.9719835519790649
43,0.9963895678520203
44,0.5744993090629578
45,0.7624378204345703
46,0.5950016975402832
47,0.8832210898399353
48,0.9148565530776978
49,0.9547652006149292
50,0.7537526488304138
51,0.7498884797096252
52,0.73955237865448
53,0.45454758405685425
54,0.8857809901237488
55,0.8430061936378479
56,0.5965695381164551
57,0.8974652886390686
58,0.5716112852096558
59,0.9187778234481812
60,0.881650447845459
61,0.6576422452926636
62,0.9357001781463623
63,0.714832067489624
64,0.7658023834228516
65,0.7756274342536926
66,0.7194482088088989
67,0.9323995113372803
68,0.9241923093795776
69,0.4811461865901947
70,0.9654492735862732
71,0.8809716105461121
72,0.9508761763572693
73,0.9632396101951599
74,0.7423362731933594
75,0.7898073792457581
76,0.460351824760437
77,0.8604145050048828
78,0.802620530128479
79,0.936443030834198
80,0.8030491471290588
81,0.557371973991394
82,0.8150960206985474
83,0.9661440849304199
84,0.946462094783783
85,0.607527494430542
86,0.8187345862388611
87,0.8883459568023682
88,0.9528903365135193
89,0.5141324400901794
90,0.5990581512451172
91,0.7544444799423218
92,0.5955188274383545
93,0.595806896686554
94,0.9807460308074951
95,0.8669554591178894
96,0.926029622554779
97,0.9707131385803223
98,0.8885835409164429
99,0.9687585234642029
100,0.865547776222229
101,0.42940375208854675
102,0.9631209373474121
103,0.6157152652740479
104,0.8160134553909302
105,0.909677267074585
106,0.973953366279602
107,0.946647047996521
108,0.6835058927536011
109,0.7741886377334595
110,0.7184197902679443
111,0.9599130153656006
112,0.9280464053153992
113,0.9557729363441467
114,0.9782750606536865
115,0.8542861342430115
116,0.9130436778068542
117,0.7349435687065125
118,0.7148292064666748
119,0.33664095401763916
120,0.8359123468399048
121,0.6420102119445801
122,0.6451811790466309
123,0.48384585976600647
124,0.9341657757759094
125,0.9579099416732788
126,0.17555084824562073
127,0.7350553870201111
128,0.7193776369094849
129,0.9591688513755798
130,0.415497362613678
131,0.8830885291099548
132,0.6618775725364685
133,0.8685771822929382
134,0.9732329249382019
135,0.8358498215675354
136,0.7494502663612366
137,0.7251140475273132
138,0.876270055770874
139,0.8184870481491089
140,0.8368673920631409
141,0.4430698752403259
142,0.5493981242179871
143,0.7169755101203918
144,0.3889816999435425
145,0.626399576663971
146,0.9191746115684509
147,0.7058722972869873
148,0.6543533205986023
149,0.9859180450439453
150,0.7720658183097839
151,0.6703835725784302
152,0.8711565136909485
153,0.648855447769165
154,0.6552311778068542
155,0.8763291239738464
156,0.7353155016899109
157,0.9573930501937866
158,0.8575788140296936
159,0.9713299870491028
160,0.9767778515815735
161,0.7974622845649719
162,0.9157596826553345
163,0.8732019066810608
164,0.7804201245307922
165,0.7911006808280945
166,0.7475934624671936
167,0.9299631714820862
168,0.9247176647186279
169,0.961525022983551
170,0.8803593516349792
